[13:17:14] [2J[HCONTAINER ID   NAME                                                                                                                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O         PIDS
[13:17:16] 74758e0a679d   dev-peer1.org1.identity.com-identitychaincode2_1.0-db01f16dbc530a8776093f66fbf782e845f2199fef5f922b5aab794c305ca310   0.00%     7.051MiB / 2GiB       0.34%     2.61MB / 2.15MB   3.86MB / 0B       12
[13:17:16] 581d41f04dcc   dev-peer2.org3.identity.com-identitychaincode2_1.0-db01f16dbc530a8776093f66fbf782e845f2199fef5f922b5aab794c305ca310   0.00%     7.852MiB / 2GiB       0.38%     13.5MB / 4.87MB   3.85MB / 0B       12
[13:17:16] 58459e16b961   dev-peer2.org2.identity.com-identitychaincode2_1.0-db01f16dbc530a8776093f66fbf782e845f2199fef5f922b5aab794c305ca310   0.00%     5.832MiB / 2GiB       0.28%     13.8MB / 4.98MB   1.94MB / 0B       12
[13:17:16] 35431a70e963   dev-peer1.org1.identity.com-simple_1.0-9f3cb6e6005e8d60de01867e01d785ddf3b969869223a87107792a9614841f26               0.00%     4.848MiB / 2GiB       0.24%     783kB / 838kB     1.02MB / 0B       12
[13:17:16] 113f0349b911   dev-peer1.org2.identity.com-simple_1.0-9f3cb6e6005e8d60de01867e01d785ddf3b969869223a87107792a9614841f26               0.00%     4.773MiB / 2GiB       0.23%     779kB / 834kB     1.42MB / 0B       12
[13:17:16] b023b5612595   dev-peer2.org3.identity.com-simple_1.0-9f3cb6e6005e8d60de01867e01d785ddf3b969869223a87107792a9614841f26               0.00%     4.711MiB / 2GiB       0.23%     791kB / 845kB     1.54MB / 0B       12
[13:17:16] 325f2e21fedb   dev-peer2.org1.identity.com-simple_1.0-9f3cb6e6005e8d60de01867e01d785ddf3b969869223a87107792a9614841f26               0.00%     5.875MiB / 2GiB       0.29%     787kB / 841kB     1.54MB / 0B       12
[13:17:16] cfc890e52c31   dev-peer2.org2.identity.com-simple_1.0-9f3cb6e6005e8d60de01867e01d785ddf3b969869223a87107792a9614841f26               0.00%     4.512MiB / 2GiB       0.22%     789kB / 843kB     1.52MB / 0B       12
[13:17:16] a46281cd51fc   dev-peer1.org3.identity.com-simple_1.0-9f3cb6e6005e8d60de01867e01d785ddf3b969869223a87107792a9614841f26               0.00%     4.473MiB / 2GiB       0.22%     785kB / 840kB     803kB / 0B        12
[13:17:16] a5fb9948b370   network2                                                                                                              0.00%     72.36MiB / 15.49GiB   0.46%     95.9MB / 54.5MB   1.78MB / 431MB    1
[13:17:16] d9e8b09ffdd3   ca1.org3.identity.com                                                                                                 0.00%     4.023MiB / 15.49GiB   0.03%     29.6kB / 0B       12.3kB / 352kB    13
[13:17:16] 6df00249836c   ca1.org2.identity.com                                                                                                 0.00%     3.887MiB / 15.49GiB   0.02%     29.6kB / 0B       12.3kB / 352kB    13
[13:17:16] 55e5f3ae2c46   ca1.org1.identity.com                                                                                                 0.00%     4.039MiB / 15.49GiB   0.03%     29.6kB / 0B       16.4kB / 352kB    13
[13:17:16] 80356d8579e7   orderer3.identity.com                                                                                                 0.68%     32.88MiB / 15.49GiB   0.21%     166MB / 174MB     0B / 26.9MB       14
[13:17:16] 0d70ef5caadc   orderer2.identity.com                                                                                                 1.17%     35.65MiB / 15.49GiB   0.22%     312MB / 320MB     705kB / 27.6MB    15
[13:17:16] 05b342d7b3f5   orderer1.identity.com                                                                                                 0.66%     26.73MiB / 15.49GiB   0.17%     165MB / 165MB     217kB / 26.8MB    14
[13:17:16] a0c0c45b9872   peer2.org3.identity.com                                                                                               4.29%     103.6MiB / 15.49GiB   0.65%     465MB / 466MB     246kB / 56.8MB    15
[13:17:16] 8faec6f34f3c   peer1.org3.identity.com                                                                                               9.99%     110.1MiB / 15.49GiB   0.69%     494MB / 485MB     262kB / 61.6MB    15
[13:17:16] 337e8f6db09e   peer2.org2.identity.com                                                                                               5.31%     107.9MiB / 15.49GiB   0.68%     469MB / 458MB     164kB / 67.5MB    15
[13:17:16] 5e74419647c4   peer1.org2.identity.com                                                                                               4.47%     110.2MiB / 15.49GiB   0.70%     495MB / 496MB     451kB / 63.8MB    15
[13:17:16] 865404ecb048   peer2.org1.identity.com                                                                                               3.50%     115.7MiB / 15.49GiB   0.73%     508MB / 502MB     410kB / 64MB      15
[13:17:16] c749ab6484ff   peer1.org1.identity.com                                                                                               4.32%     109.9MiB / 15.49GiB   0.69%     499MB / 775MB     1.12MB / 63.8MB   15
[13:17:16] dbd9808b2b8f   peer2.org3.identity.com.couchdb                                                                                       0.42%     78.05MiB / 15.49GiB   0.49%     7.52MB / 7.62MB   3.47MB / 130MB    35
[13:17:16] 6e440a11eb1b   peer1.org3.identity.com.couchdb                                                                                       0.46%     80.27MiB / 15.49GiB   0.51%     7.52MB / 7.62MB   3.36MB / 130MB    35
[13:17:16] ab4dcccc1078   peer2.org2.identity.com.couchdb                                                                                       0.76%     80.52MiB / 15.49GiB   0.51%     8.98MB / 9.14MB   2.81MB / 155MB    35
[13:17:16] 1bacac19a36b   peer1.org2.identity.com.couchdb                                                                                       0.91%     80.14MiB / 15.49GiB   0.51%     8.97MB / 9.12MB   3.68MB / 155MB    35
[13:17:16] 4b48fbc96661   peer2.org1.identity.com.couchdb                                                                                       1.42%     80.88MiB / 15.49GiB   0.51%     8.97MB / 9.13MB   2.83MB / 155MB    35
[13:17:16] 3f8cbf795527   peer1.org1.identity.com.couchdb                                                                                       1.20%     84.3MiB / 15.49GiB    0.53%     13.4MB / 18.8MB   4.24MB / 154MB    35
[13:17:16] [2J[HCONTAINER ID   NAME                                                                                                                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O         PIDS
[13:17:16] 18bb2f15dfb7   explorer.network2                                                                                                     0.00%     127.4MiB / 15.49GiB   0.80%     435MB / 125MB     1.8MB / 57.4MB    35
[13:17:16] 3b0fdb8b1df2   explorerdb.network2                                                                                                   0.00%     33.7MiB / 15.49GiB    0.21%     33MB / 93.9MB     471kB / 226MB     9
[13:17:16] ec7b8640253d   dev-peer1.org3.identity.com-identitychaincode2_1.0-db01f16dbc530a8776093f66fbf782e845f2199fef5f922b5aab794c305ca310   0.00%     5.941MiB / 2GiB       0.29%     36.1MB / 10.7MB   2.26MB / 0B       12
[13:17:16] b8a8246aec46   dev-peer2.org1.identity.com-identitychaincode2_1.0-db01f16dbc530a8776093f66fbf782e845f2199fef5f922b5aab794c305ca310   0.00%     5.988MiB / 2GiB       0.29%     47MB / 13.4MB     1.93MB / 0B       12
[13:17:16] 934735486d7b   dev-peer1.org2.identity.com-identitychaincode2_1.0-db01f16dbc530a8776093f66fbf782e845f2199fef5f922b5aab794c305ca310   0.00%     5.977MiB / 2GiB       0.29%     35.3MB / 10.3MB   1.99MB / 0B       12
[13:17:16] 74758e0a679d   dev-peer1.org1.identity.com-identitychaincode2_1.0-db01f16dbc530a8776093f66fbf782e845f2199fef5f922b5aab794c305ca310   0.00%     7.051MiB / 2GiB       0.34%     2.61MB / 2.15MB   3.86MB / 0B       12
[13:17:16] 581d41f04dcc   dev-peer2.org3.identity.com-identitychaincode2_1.0-db01f16dbc530a8776093f66fbf782e845f2199fef5f922b5aab794c305ca310   0.00%     7.852MiB / 2GiB       0.38%     13.5MB / 4.87MB   3.85MB / 0B       12
[13:17:16] 58459e16b961   dev-peer2.org2.identity.com-identitychaincode2_1.0-db01f16dbc530a8776093f66fbf782e845f2199fef5f922b5aab794c305ca310   0.00%     5.832MiB / 2GiB       0.28%     13.8MB / 4.98MB   1.94MB / 0B       12
[13:17:16] 35431a70e963   dev-peer1.org1.identity.com-simple_1.0-9f3cb6e6005e8d60de01867e01d785ddf3b969869223a87107792a9614841f26               0.00%     4.848MiB / 2GiB       0.24%     783kB / 838kB     1.02MB / 0B       12
[13:17:16] 113f0349b911   dev-peer1.org2.identity.com-simple_1.0-9f3cb6e6005e8d60de01867e01d785ddf3b969869223a87107792a9614841f26               0.00%     4.773MiB / 2GiB       0.23%     779kB / 834kB     1.42MB / 0B       12
[13:17:16] b023b5612595   dev-peer2.org3.identity.com-simple_1.0-9f3cb6e6005e8d60de01867e01d785ddf3b969869223a87107792a9614841f26               0.00%     4.711MiB / 2GiB       0.23%     791kB / 845kB     1.54MB / 0B       12
[13:17:16] 325f2e21fedb   dev-peer2.org1.identity.com-simple_1.0-9f3cb6e6005e8d60de01867e01d785ddf3b969869223a87107792a9614841f26               0.00%     5.875MiB / 2GiB       0.29%     787kB / 841kB     1.54MB / 0B       12
[13:17:16] cfc890e52c31   dev-peer2.org2.identity.com-simple_1.0-9f3cb6e6005e8d60de01867e01d785ddf3b969869223a87107792a9614841f26               0.00%     4.512MiB / 2GiB       0.22%     789kB / 843kB     1.52MB / 0B       12
[13:17:16] a46281cd51fc   dev-peer1.org3.identity.com-simple_1.0-9f3cb6e6005e8d60de01867e01d785ddf3b969869223a87107792a9614841f26               0.00%     4.473MiB / 2GiB       0.22%     785kB / 840kB     803kB / 0B        12
[13:17:16] a5fb9948b370   network2                                                                                                              0.00%     72.36MiB / 15.49GiB   0.46%     95.9MB / 54.5MB   1.78MB / 431MB    1
[13:17:16] d9e8b09ffdd3   ca1.org3.identity.com                                                                                                 0.00%     4.023MiB / 15.49GiB   0.03%     29.6kB / 0B       12.3kB / 352kB    13
[13:17:16] 6df00249836c   ca1.org2.identity.com                                                                                                 0.00%     3.887MiB / 15.49GiB   0.02%     29.6kB / 0B       12.3kB / 352kB    13
[13:17:16] 55e5f3ae2c46   ca1.org1.identity.com                                                                                                 0.00%     4.039MiB / 15.49GiB   0.03%     29.6kB / 0B       16.4kB / 352kB    13
[13:17:16] 80356d8579e7   orderer3.identity.com                                                                                                 0.68%     32.88MiB / 15.49GiB   0.21%     166MB / 174MB     0B / 26.9MB       14
[13:17:16] 0d70ef5caadc   orderer2.identity.com                                                                                                 1.17%     35.65MiB / 15.49GiB   0.22%     312MB / 320MB     705kB / 27.6MB    15
[13:17:16] 05b342d7b3f5   orderer1.identity.com                                                                                                 0.66%     26.73MiB / 15.49GiB   0.17%     165MB / 165MB     217kB / 26.8MB    14
[13:17:16] a0c0c45b9872   peer2.org3.identity.com                                                                                               4.29%     103.6MiB / 15.49GiB   0.65%     465MB / 466MB     246kB / 56.8MB    15
[13:17:16] 8faec6f34f3c   peer1.org3.identity.com                                                                                               9.99%     110.1MiB / 15.49GiB   0.69%     494MB / 485MB     262kB / 61.6MB    15
[13:17:16] 337e8f6db09e   peer2.org2.identity.com                                                                                               5.31%     107.9MiB / 15.49GiB   0.68%     469MB / 458MB     164kB / 67.5MB    15
[13:17:16] 5e74419647c4   peer1.org2.identity.com                                                                                               4.47%     110.2MiB / 15.49GiB   0.70%     495MB / 496MB     451kB / 63.8MB    15
[13:17:16] 865404ecb048   peer2.org1.identity.com                                                                                               3.50%     115.7MiB / 15.49GiB   0.73%     508MB / 502MB     410kB / 64MB      15
[13:17:16] c749ab6484ff   peer1.org1.identity.com                                                                                               4.32%     109.9MiB / 15.49GiB   0.69%     499MB / 775MB     1.12MB / 63.8MB   15
[13:17:16] dbd9808b2b8f   peer2.org3.identity.com.couchdb                                                                                       0.42%     78.05MiB / 15.49GiB   0.49%     7.52MB / 7.62MB   3.47MB / 130MB    35
[13:17:16] 6e440a11eb1b   peer1.org3.identity.com.couchdb                                                                                       0.46%     80.27MiB / 15.49GiB   0.51%     7.52MB / 7.62MB   3.36MB / 130MB    35
